hand_strength,action,profit_bb
0.2,call,-190.0
0.25,call,-170.0
0.15,call,-45.0
0.3,call,1.0
0.3,call,-132.0
0.15,raise,-154.0
0.25,call,-163.0
0.3,raise,143.0
0.4,call,-130.0
0.4,call,166.0
0.225,call,162.0
0.25,call,87.0
0.2,call,-140.0
0.25,call,1.0
0.125,call,1.0
0.25,call,0.0
0.2,call,125.0
0.3,raise,0.0
0.125,call,27.0
0.3,raise,157.0
0.25,call,23.0
0.35,raise,173.0
0.125,call,-29.0
0.25,call,-136.0
0.4,call,0.0
0.3,call,-1.0
0.25,call,-1.0
0.3,call,1.0
0.3,call,1.0
0.3,raise,174.0
0.5,call,151.0
0.25,call,131.0
0.15,call,-1.0
0.4,raise,-175.0
0.35,call,-184.0
0.4,raise,164.0
0.175,call,-1.0
0.6,call,-1.0
0.5,call,152.0
0.125,call,1.0
0.15,call,-1.0
0.15,call,1.0
0.175,call,188.0
0.25,call,-1.0
0.3,call,-157.0
0.275,raise,177.0
0.3,call,-195.0
0.4,call,-1.0
0.15,call,-12.0
0.15,call,-1.0
0.5,call,1.0
0.3,raise,198.0
0.25,call,93.0
0.225,call,-1.0
0.25,call,-84.0
0.3,call,-1.0
0.4,call,1.0
0.2,raise,0.0
0.2,call,-162.0
0.3,call,-1.0
0.8,call,18.0
0.6,call,-1.0
0.3,call,136.0
0.525,raise,-179.0
0.075,call,-138.0
0.25,call,188.0
0.3,call,-1.0
0.3,raise,-153.0
0.125,call,-113.0
0.3,call,1.0
0.25,call,1.0
0.15,call,-1.0
0.15,call,4.0
0.4,call,136.0
0.25,call,-62.0
0.525,raise,145.0
0.25,call,73.0
0.45,raise,115.0
0.2,call,-101.0
1.0,call,1.0
0.15,call,0.0
0.225,raise,111.0
0.5,call,173.0
0.4,call,1.0
0.4,call,102.0
0.15,call,190.0
0.225,call,108.0
0.25,raise,-66.0
0.3,call,-1.0
0.3,call,-1.0
0.3,call,-145.0
0.125,raise,-200.0
0.125,call,-133.0
0.325,raise,-115.0
0.1,call,-1.0
0.075,call,-1.0
0.4,call,1.0
0.175,raise,-69.0
0.225,call,71.0
0.4,raise,-52.0
0.125,call,-100.0
0.225,call,-1.0
0.25,call,-152.0
0.2,call,0.0
0.125,call,-28.0
0.25,call,1.0
0.425,call,1.0
0.125,raise,172.0
0.225,call,-1.0
0.25,raise,-48.0
0.2,call,1.0
0.25,raise,175.0
0.4,call,-71.0
0.175,call,166.0
0.4,call,-6.0
1.0,raise,-164.0
0.5,call,0.0
0.4,call,1.0
0.25,call,-191.0
0.3,call,-1.0
0.45,call,98.0
0.3,call,-1.0
0.25,call,-126.0
0.275,call,-1.0
0.3,call,1.0
0.075,call,-1.0
0.25,call,-1.0
0.35,raise,196.0
0.4,call,1.0
0.1,call,138.0
0.3,call,-1.0
0.4,call,-132.0
0.25,call,134.0
0.3,raise,179.0
0.275,call,1.0
0.35,raise,-156.0
0.25,call,1.0
0.35,call,196.0
0.3,call,1.0
0.25,call,-1.0
0.375,call,1.0
0.2,call,-1.0
0.075,call,-1.0
0.3,call,12.0
0.35,call,1.0
0.125,raise,-199.0
0.15,call,151.0
0.3,call,-1.0
0.425,call,1.0
0.25,call,-1.0
0.4,call,-60.0
0.15,raise,188.0
0.35,call,-138.0
0.2,call,133.0
0.3,call,1.0
0.2,raise,46.0
0.5,call,1.0
0.2,call,-140.0
0.1,call,-102.0
0.6,raise,-184.0
0.15,call,-195.0
0.3,call,166.0
0.175,call,1.0
0.425,raise,166.0
0.25,call,54.0
0.075,call,1.0
0.175,call,1.0
0.25,call,-1.0
0.2,call,0.0
0.2,call,108.0
0.15,call,1.0
0.525,raise,-197.0
0.5,call,-194.0
0.525,raise,159.0
0.2,call,52.0
0.525,call,170.0
0.175,call,-109.0
0.3,call,-1.0
0.425,call,1.0
0.3,call,-1.0
0.125,call,-88.0
0.4,call,1.0
0.4,call,-38.0
0.25,call,-1.0
0.4,call,-1.0
0.225,call,-1.0
0.225,call,1.0
0.075,call,-156.0
0.2,call,-1.0
0.2,call,144.0
0.5,call,-172.0
0.3,raise,-163.0
0.175,call,-200.0
0.225,raise,-136.0
0.4,call,1.0
0.225,raise,-84.0
0.4,call,1.0
0.3,call,-1.0
0.225,call,1.0
1.0,raise,185.0
0.425,call,-166.0
0.175,raise,78.0
0.3,call,179.0
0.325,call,-1.0
0.375,call,1.0
0.525,raise,98.0
0.15,call,1.0
0.2,call,200.0
0.25,call,-126.0
0.125,call,-1.0
0.25,call,-1.0
0.1,raise,2.0
0.4,call,200.0
0.225,raise,36.0
0.15,call,-162.0
0.425,raise,-79.0
0.125,call,-143.0
0.125,call,-1.0
0.15,call,173.0
0.4,call,1.0
0.175,call,-154.0
0.35,call,-1.0
0.15,call,183.0
0.25,call,1.0
0.175,call,152.0
0.15,call,1.0
0.2,call,-186.0
0.1,call,112.0
0.3,call,-1.0
0.15,raise,-177.0
0.125,call,-1.0
0.125,call,0.0
0.225,call,1.0
0.125,call,1.0
0.2,call,-199.0
0.3,raise,-103.0
0.25,call,0.0
0.225,call,-192.0
0.5,call,1.0
0.55,raise,-162.0
0.225,call,-162.0
0.4,call,116.0
0.3,call,1.0
0.125,call,-165.0
0.1,call,-1.0
0.125,call,139.0
0.25,call,-1.0
0.15,call,-1.0
0.175,call,-60.0
0.175,raise,195.0
0.175,call,-144.0
0.7,call,1.0
0.35,call,0.0
0.175,call,182.0
0.25,call,78.0
0.275,call,-1.0
0.25,call,-157.0
0.175,call,-1.0
0.275,call,0.0
0.3,call,0.0
0.4,call,-1.0
0.25,raise,-173.0
0.275,call,1.0
0.125,call,-1.0
0.4,call,115.0
0.15,call,1.0
0.4,call,14.0
0.225,raise,0.0
0.35,call,1.0
0.5,raise,-78.0
0.125,call,-1.0
0.2,call,-1.0
0.3,call,-122.0
0.225,call,-146.0
0.4,call,136.0
0.45,call,-1.0
0.5,call,-1.0
0.425,raise,89.0
0.25,call,1.0
0.45,call,1.0
0.15,call,-76.0
0.5,raise,194.0
0.25,call,-1.0
0.15,raise,185.0
0.3,call,-129.0
0.225,call,1.0
0.4,call,-132.0
0.3,call,1.0
0.15,call,186.0
0.25,raise,-113.0
0.4,call,1.0
0.25,call,-52.0
0.2,call,147.0
0.25,call,-1.0
0.15,call,-1.0
0.2,call,-1.0
0.15,call,109.0
0.3,raise,-102.0
0.1,call,140.0
0.55,raise,-122.0
0.25,call,-164.0
0.3,call,-1.0
0.3,call,-196.0
0.125,call,134.0
0.15,call,51.0
0.25,call,1.0
0.2,call,-1.0
0.525,raise,186.0
0.125,call,1.0
0.6,raise,71.0
0.125,call,1.0
0.125,raise,38.0
0.175,call,12.0
0.4,call,-1.0
0.4,call,-1.0
0.3,call,1.0
0.4,call,-130.0
0.4,call,112.0
0.225,call,-109.0
0.525,raise,-142.0
0.3,call,195.0
0.25,call,116.0
0.4,call,-130.0
0.25,call,1.0
0.225,call,1.0
0.175,raise,-155.0
0.4,call,-121.0
0.125,raise,-90.0
0.15,call,1.0
0.5,raise,-70.0
0.2,call,1.0
0.125,call,1.0
0.25,call,-178.0
0.25,call,188.0
0.2,call,-64.0
0.4,call,1.0
0.275,call,-142.0
0.4,raise,-46.0
0.15,call,110.0
0.4,raise,83.0
0.15,call,58.0
0.25,raise,146.0
0.2,call,127.0
0.4,call,1.0
0.25,call,172.0
0.25,call,1.0
0.525,call,-139.0
0.525,raise,-76.0
0.25,call,1.0
0.4,raise,178.0
0.125,call,196.0
0.35,raise,-66.0
0.175,call,-154.0
0.3,raise,119.0
0.25,call,132.0
0.375,call,-1.0
0.375,call,-144.0
0.3,raise,-178.0
0.35,call,-1.0
0.15,call,1.0
0.15,call,-167.0
0.2,call,1.0
0.525,call,18.0
0.175,call,170.0
0.2,call,-171.0
0.25,call,-112.0
0.1,call,-1.0
0.2,call,-1.0
0.2,call,1.0
0.15,call,111.0
0.275,call,1.0
0.125,call,140.0
0.4,call,-199.0
0.15,call,1.0
0.35,call,128.0
0.35,call,1.0
0.25,call,-180.0
0.25,call,-1.0
0.5,call,144.0
0.2,call,1.0
0.15,call,146.0
0.225,call,-1.0
0.175,call,-1.0
0.4,call,1.0
0.225,call,0.0
0.4,call,1.0
0.25,call,56.0
0.125,call,1.0
0.25,call,-1.0
0.2,call,-1.0
0.3,call,1.0
0.225,call,-1.0
0.275,call,-126.0
0.25,call,1.0
0.15,call,-1.0
0.3,call,1.0
0.4,call,1.0
0.4,call,-1.0
0.15,call,-2.0
0.1,call,-1.0
0.125,call,0.0
0.4,raise,111.0
0.175,call,-70.0
0.4,raise,185.0
0.15,call,-116.0
0.3,call,-1.0
0.375,call,0.0
0.15,call,0.0
0.175,call,-157.0
0.4,raise,169.0
0.3,call,-122.0
0.325,call,-1.0
0.3,call,-123.0
0.4,raise,-119.0
0.4,call,167.0
0.4,call,-166.0
0.3,call,1.0
0.2,call,-154.0
0.125,call,-1.0
0.3,call,-175.0
0.525,call,1.0
0.15,call,1.0
0.4,call,-197.0
0.4,raise,172.0
0.1,call,-134.0
0.4,call,171.0
0.1,call,-178.0
0.3,raise,119.0
0.4,call,-92.0
0.15,call,164.0
0.275,call,-96.0
0.175,call,166.0
0.175,call,-196.0
0.225,call,-169.0
0.2,call,1.0
0.15,raise,106.0
0.4,call,153.0
0.275,call,-1.0
0.45,call,52.0
0.25,raise,8.0
0.375,call,0.0
0.2,call,106.0
0.275,call,64.0
0.3,raise,125.0
0.525,call,1.0
0.2,call,1.0
0.125,call,1.0
0.225,call,168.0
0.275,call,1.0
0.3,raise,178.0
0.4,call,117.0
0.075,call,-1.0
0.5,call,165.0
0.275,raise,-195.0
0.3,call,-110.0
0.4,call,1.0
0.225,call,-190.0
0.25,raise,-129.0
0.3,call,-152.0
0.125,raise,-46.0
0.45,call,152.0
0.25,call,102.0
0.4,call,109.0
0.4,call,138.0
0.225,call,-198.0
0.4,call,-1.0
0.3,call,-91.0
0.2,raise,-116.0
0.175,call,-1.0
0.225,raise,-196.0
0.55,call,164.0
0.35,call,106.0
0.15,call,0.0
0.5,call,164.0
0.3,call,0.0
0.4,call,-174.0
0.5,call,188.0
0.175,call,-1.0
0.25,call,-118.0
0.075,call,-1.0
0.525,call,52.0
0.325,call,98.0
0.125,call,-162.0
0.25,call,-148.0
0.275,call,-131.0
0.25,call,-152.0
0.125,call,-1.0
0.1,call,-1.0
0.4,call,-106.0
0.25,call,-1.0
0.2,call,-1.0
0.3,call,-1.0
0.125,call,-172.0
0.3,call,140.0
0.4,call,13.0
0.225,raise,-106.0
0.175,call,-1.0
0.5,raise,157.0
0.2,call,130.0
0.225,call,1.0
0.3,call,-1.0
0.1,call,-1.0
0.075,call,1.0
0.175,raise,0.0
0.25,call,-1.0
0.2,raise,161.0
0.25,call,1.0
0.2,raise,188.0
0.4,call,1.0
0.25,call,-1.0
0.35,call,1.0
0.15,raise,-107.0
0.4,call,-162.0
0.2,call,-1.0
0.25,call,-1.0
0.15,call,1.0
0.125,call,0.0
0.3,raise,150.0
0.15,call,-1.0
0.25,call,1.0
0.125,call,-1.0
0.2,call,0.0
0.25,call,-64.0
0.3,raise,-84.0
0.525,call,163.0
0.15,call,-136.0
0.4,call,193.0
0.15,call,1.0
0.175,call,1.0
0.1,raise,0.0
0.25,call,8.0
0.6,call,1.0
0.15,call,-180.0
0.3,call,-42.0
0.25,call,1.0
0.35,raise,-168.0
0.175,call,-1.0
0.3,call,1.0
0.125,call,-134.0
0.225,raise,97.0
0.25,call,1.0
0.55,call,107.0
0.225,call,-62.0
0.375,call,-1.0
0.15,call,102.0
0.4,call,70.0
0.125,call,-48.0
0.5,raise,-134.0
0.2,call,-167.0
0.3,call,-1.0
0.1,call,-156.0
0.225,call,-1.0
0.3,call,-193.0
0.4,raise,52.0
0.525,call,177.0
0.3,raise,-168.0
0.1,call,1.0
0.15,call,-1.0
0.3,call,68.0
0.2,call,-1.0
0.3,call,-148.0
1.0,raise,-200.0
0.2,call,6.0
0.15,call,1.0
0.4,call,-190.0
0.4,raise,-24.0
0.3,call,-134.0
0.15,call,200.0
0.25,call,-149.0
0.175,raise,-50.0
0.125,call,1.0
0.4,call,1.0
0.375,call,-178.0
0.15,raise,-139.0
0.2,call,-1.0
0.5,raise,90.0
0.4,call,104.0
0.15,call,-1.0
0.175,call,-157.0
0.175,raise,-191.0
0.2,call,-46.0
0.275,call,-146.0
0.3,call,1.0
0.3,call,-187.0
0.4,call,1.0
0.2,call,-198.0
0.4,call,86.0
0.15,raise,115.0
0.4,call,1.0
0.175,raise,-109.0
0.125,call,173.0
0.3,raise,181.0
0.15,call,-62.0
0.25,call,146.0
0.175,call,130.0
0.125,call,-1.0
0.375,call,-1.0
0.075,raise,-192.0
0.35,call,1.0
0.4,call,151.0
0.4,call,1.0
0.3,call,-1.0
0.4,call,188.0
0.4,call,-1.0
0.25,call,174.0
0.275,raise,162.0
0.25,call,140.0
0.15,call,1.0
0.25,call,65.0
0.45,raise,173.0
0.175,call,77.0
0.125,call,172.0
0.3,call,-151.0
0.55,call,1.0
0.325,call,1.0
0.15,call,1.0
0.2,call,-1.0
0.4,call,200.0
0.4,call,1.0
0.5,raise,-18.0
0.125,call,1.0
0.2,call,1.0
0.3,call,1.0
0.15,raise,34.0
0.125,call,-149.0
0.125,raise,14.0
0.15,call,-68.0
0.45,raise,-146.0
0.5,call,187.0
0.325,call,-1.0
0.35,call,-158.0
0.4,raise,124.0
0.3,call,109.0
0.3,raise,-103.0
0.125,call,-110.0
0.3,raise,84.0
0.4,call,8.0
0.4,call,158.0
0.25,call,1.0
0.15,raise,-24.0
0.125,call,-193.0
0.225,call,-182.0
0.4,call,1.0
0.1,raise,-152.0
0.25,call,-1.0
0.15,call,139.0
0.325,call,-1.0
0.125,call,-1.0
0.3,call,-42.0
0.2,call,-1.0
0.2,call,1.0
0.45,raise,-109.0
0.4,call,24.0
0.3,raise,104.0
0.25,call,-99.0
0.425,raise,111.0
0.35,call,1.0
0.2,raise,-103.0
0.2,call,-187.0
0.25,call,-1.0
0.4,call,1.0
0.2,call,-1.0
0.15,call,-154.0
0.5,raise,-153.0
0.55,call,-1.0
0.4,call,176.0
0.35,call,1.0
0.225,call,-1.0
0.4,call,1.0
0.4,raise,113.0
0.3,call,-120.0
0.2,call,99.0
0.3,call,150.0
0.125,raise,-78.0
0.15,call,-111.0
0.15,call,-1.0
0.25,call,-138.0
0.125,raise,135.0
0.125,call,-114.0
0.15,call,0.0
0.45,call,142.0
0.4,call,1.0
0.3,call,1.0
0.225,raise,-74.0
0.3,call,1.0
0.7,raise,-200.0
0.2,call,190.0
0.4,call,186.0
0.4,call,-102.0
0.35,call,146.0
0.075,call,-48.0
0.275,call,106.0
0.325,call,-107.0
0.1,raise,156.0
0.35,call,-128.0
0.4,raise,-197.0
0.35,call,110.0
0.5,raise,132.0
0.2,call,-1.0
0.3,call,1.0
0.55,call,-1.0
1.0,raise,83.0
0.15,call,-1.0
0.175,raise,-46.0
0.2,call,0.0
0.125,raise,-82.0
0.3,call,182.0
0.15,call,-1.0
0.175,call,167.0
0.45,raise,107.0
0.125,call,-14.0
0.4,call,1.0
0.225,call,-128.0
0.2,call,62.0
0.4,call,190.0
0.25,call,191.0
0.4,call,-1.0
0.15,raise,0.0
0.25,call,-187.0
0.25,call,1.0
0.275,call,-1.0
0.3,call,1.0
0.3,call,-200.0
0.425,raise,149.0
0.125,call,0.0
0.2,call,-1.0
0.4,call,1.0
0.2,raise,-138.0
0.25,call,-1.0
0.35,call,1.0
0.225,call,-105.0
0.35,call,1.0
0.125,call,0.0
0.3,call,178.0
0.3,call,1.0
0.325,call,1.0
0.25,call,-200.0
0.4,raise,-2.0
0.325,call,-179.0
0.275,call,-1.0
0.4,call,-8.0
0.35,call,1.0
0.175,call,-1.0
0.6,raise,149.0
0.4,call,1.0
0.325,raise,183.0
0.3,call,-147.0
0.375,call,-1.0
0.2,call,-181.0
0.25,call,196.0
0.3,call,-128.0
0.175,raise,-178.0
0.175,call,-107.0
0.3,call,1.0
0.275,call,1.0
0.4,call,-1.0
1.0,call,171.0
0.4,raise,189.0
0.225,call,-172.0
0.25,call,-1.0
0.25,call,101.0
0.2,call,-1.0
0.275,call,1.0
0.15,call,-1.0
0.175,call,-104.0
0.2,call,91.0
0.125,call,1.0
0.125,call,0.0
0.2,call,1.0
0.2,call,-1.0
0.2,call,33.0
0.3,call,-1.0
0.5,call,-190.0
0.425,call,1.0
0.225,call,1.0
0.075,raise,-153.0
0.3,call,1.0
0.5,raise,186.0
0.4,call,-144.0
0.4,call,1.0
0.1,call,-100.0
0.2,call,1.0
0.125,call,1.0
0.175,call,1.0
0.3,call,-119.0
0.2,call,-190.0
0.375,call,31.0
0.15,call,-1.0
0.125,call,-124.0
0.15,raise,172.0
0.45,call,1.0
0.225,raise,-154.0
0.5,call,1.0
0.3,raise,-151.0
0.15,call,-106.0
0.25,raise,87.0
0.5,call,-200.0
0.3,raise,-117.0
0.3,call,-170.0
0.25,raise,-163.0
0.55,call,1.0
0.2,raise,120.0
0.4,call,131.0
0.3,raise,-88.0
0.4,call,-182.0
0.25,call,1.0
0.35,call,1.0
0.1,call,-1.0
0.2,call,1.0
0.5,raise,-194.0
0.2,call,1.0
0.4,call,-1.0
0.225,call,-148.0
0.525,call,147.0
0.4,call,1.0
0.25,call,162.0
0.25,call,-1.0
0.45,call,1.0
0.55,call,1.0
0.7,call,1.0
0.4,call,1.0
0.2,raise,-156.0
0.225,call,117.0
0.3,call,1.0
0.3,call,130.0
0.4,raise,128.0
0.4,call,-116.0
0.4,call,150.0
0.25,call,164.0
0.225,raise,-74.0
0.4,call,-176.0
0.25,call,160.0
0.45,call,1.0
0.2,call,156.0
0.15,call,200.0
0.8,raise,131.0
0.4,call,-160.0
0.4,call,1.0
0.15,call,161.0
0.525,call,-1.0
0.7,call,1.0
0.5,raise,-12.0
0.4,call,-26.0
0.5,raise,101.0
0.075,call,1.0
0.125,call,-1.0
0.075,call,-20.0
0.25,call,1.0
0.225,call,-161.0
0.3,raise,2.0
0.2,call,197.0
0.5,raise,-172.0
0.125,call,198.0
0.25,raise,-126.0
0.25,call,-118.0
0.35,call,-1.0
0.2,call,78.0
0.2,call,-1.0
0.4,call,-1.0
0.2,raise,192.0
0.275,call,90.0
0.3,raise,148.0
0.35,call,-1.0
0.4,call,114.0
0.3,call,-121.0
0.125,raise,-66.0
0.3,call,-1.0
0.45,raise,72.0
0.4,call,1.0
0.3,call,-1.0
0.325,call,-166.0
0.2,call,-142.0
0.225,call,-139.0
0.3,raise,48.0
0.35,call,-101.0
0.1,raise,78.0
0.2,call,161.0
0.25,call,-1.0
0.3,call,34.0
0.25,raise,-130.0
0.125,call,-186.0
0.3,call,-1.0
0.6,call,142.0
0.15,raise,-60.0
0.45,call,1.0
0.125,call,-1.0
0.3,call,1.0
0.5,raise,-170.0
0.25,call,1.0
0.3,call,1.0
0.4,call,-32.0
0.275,raise,86.0
0.4,call,-93.0
0.4,call,0.0
0.15,call,-116.0
0.5,call,-1.0
0.225,call,1.0
0.175,call,-1.0
0.175,call,107.0
0.175,call,1.0
0.225,call,-139.0
0.15,raise,-166.0
0.3,call,-1.0
0.125,raise,-114.0
0.525,call,-144.0
0.2,raise,30.0
0.1,call,72.0
0.25,call,-112.0
0.225,call,1.0
0.2,raise,-126.0
0.125,call,56.0
0.5,raise,171.0
0.175,call,-1.0
0.15,raise,-74.0
0.2,call,1.0
0.15,call,-1.0
1.0,call,1.0
0.225,call,196.0
0.15,call,1.0
0.15,raise,-164.0
0.425,call,-1.0
0.3,call,148.0
0.5,call,184.0
0.25,raise,175.0
0.25,call,104.0
0.15,call,1.0
0.15,call,1.0
0.5,call,-124.0
0.175,call,172.0
0.125,call,200.0
0.45,call,105.0
0.2,raise,120.0
0.15,call,0.0
0.25,call,140.0
0.15,call,-184.0
0.2,raise,-171.0
0.2,call,-164.0
0.275,call,-1.0
0.125,call,-109.0
0.175,call,124.0
0.2,call,98.0
0.175,call,-1.0
0.45,call,1.0
0.3,call,-1.0
0.4,call,-138.0
0.4,call,1.0
0.4,call,1.0
0.175,raise,124.0
0.425,call,1.0
0.25,call,-190.0
0.15,call,-200.0
0.3,raise,-120.0
0.4,call,177.0
0.2,raise,118.0
0.15,call,-1.0
0.25,call,1.0
0.15,call,1.0
0.2,call,-1.0
0.125,call,1.0
0.35,raise,129.0
0.325,call,32.0
0.2,call,-196.0
0.35,call,-1.0
0.275,call,1.0
0.3,call,1.0
0.3,call,-1.0
0.25,call,0.0
0.15,call,-194.0
0.15,call,1.0
0.175,call,0.0
0.3,call,92.0
0.5,raise,187.0
0.3,call,86.0
0.425,call,124.0
0.7,call,165.0
0.125,call,-1.0
0.225,call,10.0
0.15,call,-165.0
0.15,call,-180.0
0.15,call,-1.0
0.2,call,-196.0
0.175,call,-190.0
0.35,call,-197.0
0.3,call,-166.0
0.3,call,60.0
0.325,call,-1.0
0.4,call,1.0
0.15,raise,-34.0
0.425,call,-1.0
0.2,call,140.0
0.275,call,1.0
0.25,raise,180.0
0.125,call,-38.0
0.35,call,1.0
0.25,call,-1.0
0.15,call,-1.0
0.35,call,-1.0
0.15,call,1.0
0.2,call,-120.0
0.2,call,126.0
0.15,call,-122.0
0.4,call,-1.0
0.225,call,-163.0
0.2,raise,-105.0
0.15,call,-184.0
0.25,call,-1.0
0.175,call,197.0
0.15,raise,200.0
0.175,call,-183.0
0.3,raise,123.0
0.55,call,54.0
0.4,raise,-166.0
0.525,call,1.0
0.25,call,162.0
0.4,call,-133.0
0.325,call,1.0
0.15,call,26.0
0.4,call,144.0
0.225,call,1.0
0.25,raise,-28.0
0.525,call,1.0
0.15,raise,197.0
0.15,call,-1.0
0.2,call,-1.0
0.3,call,-14.0
0.2,call,-1.0
0.25,call,-1.0
0.125,call,-1.0
0.4,call,196.0
0.15,raise,138.0
0.1,call,1.0
0.15,call,1.0
0.225,call,154.0
0.25,call,1.0
0.125,call,111.0
0.225,call,-1.0
0.275,call,-64.0
0.4,call,-102.0
0.25,call,118.0
0.3,call,-1.0
0.25,call,-192.0
0.15,call,1.0
0.2,call,1.0
0.4,raise,14.0
0.175,call,-1.0
0.25,call,1.0
0.5,call,-1.0
0.4,call,-1.0
0.275,call,-1.0
0.5,raise,189.0
0.325,call,1.0
0.3,raise,108.0
0.25,call,-144.0
0.2,call,-1.0
0.3,call,1.0
0.25,call,-102.0
0.2,call,-182.0
0.2,call,-1.0
0.4,call,-110.0
0.15,raise,73.0
0.2,call,181.0
0.125,call,-1.0
0.3,call,1.0
0.175,raise,-160.0
0.5,call,-98.0
0.15,raise,140.0
0.4,call,0.0
0.3,call,-1.0
0.4,call,55.0
0.125,raise,106.0
0.15,call,0.0
0.3,raise,-120.0
0.125,call,-180.0
0.4,raise,172.0
0.45,call,168.0
0.25,call,-1.0
0.15,call,70.0
0.25,call,188.0
0.45,call,-152.0
0.3,raise,-165.0
0.125,call,-1.0
0.25,raise,-190.0
0.125,call,-172.0
0.125,call,-1.0
0.2,call,-179.0
0.25,raise,-72.0
0.25,call,1.0
0.25,call,1.0
0.2,call,-142.0
0.15,call,-1.0
0.35,call,-189.0
0.275,call,-184.0
0.4,call,133.0
0.25,call,1.0
0.275,call,-1.0
0.125,call,1.0
0.125,call,-60.0
0.25,call,-1.0
0.3,call,1.0
0.35,raise,188.0
0.275,call,-1.0
0.4,call,-1.0
0.2,call,136.0
0.25,call,186.0
0.075,call,-28.0
0.125,call,114.0
0.4,call,138.0
0.2,call,166.0
0.25,call,1.0
0.375,raise,154.0
0.4,call,1.0
0.175,raise,-44.0
0.275,call,-1.0
0.3,raise,99.0
0.2,call,32.0
0.4,raise,122.0
0.225,call,0.0
0.25,call,1.0
0.25,call,-138.0
0.425,raise,-191.0
0.4,call,1.0
0.2,call,1.0
0.075,call,-12.0
0.55,raise,129.0
0.3,call,191.0
0.4,call,-1.0
0.3,call,26.0
0.3,raise,26.0
0.6,call,-191.0
0.3,call,-70.0
0.25,call,-148.0
0.15,raise,196.0
0.25,call,1.0
0.275,raise,182.0
0.5,call,1.0
0.175,call,-163.0
0.4,call,76.0
0.125,call,0.0
0.225,call,-1.0
0.175,call,127.0
1.0,call,184.0
0.25,call,-1.0
0.225,call,-200.0
0.3,call,-1.0
0.125,call,-64.0
0.15,raise,10.0
0.25,call,159.0
0.3,raise,-181.0
0.175,call,50.0
0.175,call,-1.0
0.225,call,-130.0
0.1,raise,-76.0
0.225,call,156.0
0.4,call,-1.0
0.2,call,146.0
0.15,call,147.0
0.15,call,1.0
0.3,raise,-94.0
0.4,call,1.0
0.275,raise,-28.0
0.175,call,-162.0
0.4,raise,-198.0
0.2,call,1.0
0.15,call,-120.0
0.35,call,1.0
0.2,raise,-130.0
0.175,call,1.0
0.25,raise,85.0
0.4,call,1.0
0.2,raise,-51.0
0.25,call,-1.0
0.1,call,-1.0
0.5,call,1.0
0.3,raise,83.0
0.3,call,140.0
0.15,raise,-146.0
0.3,call,-137.0
0.25,raise,-182.0
0.125,call,-1.0
0.4,raise,160.0
0.125,call,1.0
0.45,raise,-124.0
0.25,call,-1.0
0.3,call,0.0
0.4,call,-1.0
0.2,call,-1.0
0.4,call,-22.0
0.2,raise,98.0
0.15,call,-22.0
0.3,raise,-145.0
0.5,call,1.0
0.175,call,-199.0
0.25,call,1.0
0.45,raise,182.0
0.15,call,1.0
0.125,call,-151.0
0.25,call,-62.0
0.15,call,-1.0
0.3,call,1.0
0.125,call,-1.0
0.15,call,0.0
0.55,raise,173.0
0.4,call,1.0
0.525,raise,114.0
0.225,call,197.0
0.55,raise,136.0
0.3,call,-168.0
0.4,raise,181.0
0.35,call,1.0
0.3,raise,110.0
0.15,call,157.0
0.25,call,1.0
0.25,call,-144.0
0.125,raise,189.0
0.225,call,1.0
0.45,raise,36.0
0.25,call,1.0
0.325,call,1.0
0.4,call,-110.0
0.3,raise,-102.0
0.4,call,-145.0
0.1,call,-1.0
0.3,call,-148.0
0.15,call,-114.0
0.525,call,1.0
0.3,call,-1.0
0.15,call,1.0
0.4,call,-1.0
0.3,call,1.0
0.25,call,-1.0
0.25,call,1.0
0.3,call,1.0
0.1,call,194.0
0.35,call,-60.0
0.175,call,1.0
0.2,raise,89.0
0.225,call,-1.0
0.2,call,-1.0
0.125,call,144.0
0.3,call,-1.0
0.35,call,1.0
0.225,call,-1.0
0.7,call,1.0
0.3,call,-1.0
0.125,call,24.0
0.2,call,1.0
0.3,call,168.0
0.25,raise,-62.0
0.25,call,-74.0
0.25,call,-1.0
0.125,call,1.0
0.25,call,-1.0
0.1,call,-200.0
0.15,call,1.0
0.125,call,-1.0
0.225,call,-1.0
0.15,call,1.0
0.075,call,1.0
0.3,call,-1.0
0.275,call,194.0
0.4,call,1.0
0.45,raise,74.0
0.25,call,-161.0
0.4,call,0.0
0.425,call,178.0
0.35,call,114.0
0.5,call,24.0
0.35,raise,-179.0
0.2,call,-95.0
0.6,raise,189.0
0.4,call,0.0
0.2,call,-200.0
0.45,call,1.0
0.125,call,-1.0
0.4,call,-1.0
0.35,call,1.0
0.25,call,-162.0
0.1,raise,-22.0
0.175,call,1.0
0.175,call,-1.0
0.1,call,94.0
0.4,call,-200.0
0.425,call,141.0
0.15,raise,-178.0
0.225,call,-183.0
0.25,call,1.0
0.25,call,154.0
0.5,raise,126.0
0.1,call,100.0
0.425,raise,-88.0
0.25,call,-8.0
0.4,call,0.0
0.4,call,-133.0
0.25,call,1.0
0.3,call,1.0
0.35,raise,103.0
0.125,call,-1.0
0.4,call,-1.0
0.25,call,-166.0
0.125,call,0.0
0.2,call,-148.0
0.35,call,72.0
0.2,call,140.0
0.175,call,111.0
0.4,call,-196.0
0.325,call,-1.0
0.3,call,1.0
0.15,call,-190.0
0.3,call,1.0
